,label,text,original_length,text_untokenized
125,0,"['good', 'stuff', 'will', 'do']",20,good stuff will do
126,0,"['just', 'so', 'that', 'you', 'know', 'yetunde', 'hasn', 't', 'sent', 'money', 'yet', 'i', 'just', 'sent', 'her', 'a', 'text', 'not', 'to', 'bother', 'sending', 'so', 'its', 'over', 'you', 'dont', 'have', 'to', 'involve', 'yourself', 'in', 'anything', 'i', 'shouldn', 't', 'have', 'imposed', 'anything', 'on', 'you', 'in', 'the', 'first', 'place', 'so', 'for', 'that', 'i', 'apologise']",244,just so that you know yetunde hasn t sent money yet i just sent her a text not to bother sending so its over you dont have to involve yourself in anything i shouldn t have imposed anything on you in the first place so for that i apologise
127,0,"['are', 'you', 'there', 'in', 'room']",22,are you there in room
128,0,"['hey', 'girl', 'how', 'r', 'u', 'hope', 'u', 'r', 'well', 'me', 'an', 'del', 'r', 'bak', 'again', 'long', 'time', 'no', 'c', 'give', 'me', 'a', 'call', 'sum', 'time', 'from', 'lucyxx']",107,hey girl how r u hope u r well me an del r bak again long time no c give me a call sum time from lucyxx
129,0,"['k', 'k', 'how', 'much', 'does', 'it', 'cost']",28,k k how much does it cost
130,0,"['i', 'm', 'home']",9,i m home
131,0,"['dear', 'will', 'call', 'tmorrow', 'pls', 'accomodate']",39,dear will call tmorrow pls accomodate
132,0,"['first', 'answer', 'my', 'question']",25,first answer my question
133,1,"['sunshine', 'quiz', 'wkly', 'q', 'win', 'a', 'top', 'sony', 'dvd', 'player', 'if', 'u', 'know', 'which', 'country', 'the', 'algarve', 'is', 'in', 'txt', 'ansr', 'to', 'sp', 'tyrone']",126,sunshine quiz wkly q win a top sony dvd player if u know which country the algarve is in txt ansr to sp tyrone
134,1,"['want', 'get', 'laid', 'tonight', 'want', 'real', 'dogging', 'locations', 'sent', 'direct', 'ur', 'mob', 'join', 'the', 'uk', 's', 'largest', 'dogging', 'network', 'bt', 'txting', 'gravel', 'to', 'nt', 'ec', 'a', 'p', 'msg', 'p']",162,want get laid tonight want real dogging locations sent direct ur mob join the uk s largest dogging network bt txting gravel to nt ec a p msg p
135,0,"['i', 'only', 'haf', 'msn', 'it', 's', 'yijue', 'hotmail', 'com']",38,i only haf msn it s yijue hotmail com
136,0,"['he', 'is', 'there', 'you', 'call', 'and', 'meet', 'him']",34,he is there you call and meet him
137,0,"['no', 'no', 'i', 'will', 'check', 'all', 'rooms', 'befor', 'activities']",46,no no i will check all rooms befor activities
138,1,"['you', 'll', 'not', 'rcv', 'any', 'more', 'msgs', 'from', 'the', 'chat', 'svc', 'for', 'free', 'hardcore', 'services', 'text', 'go', 'to', 'if', 'u', 'get', 'nothing', 'u', 'must', 'age', 'verify', 'with', 'yr', 'network', 'try', 'again']",155,you ll not rcv any more msgs from the chat svc for free hardcore services text go to if u get nothing u must age verify with yr network try again
139,0,"['got', 'c', 'i', 'lazy', 'to', 'type', 'i', 'forgot', 'in', 'lect', 'i', 'saw', 'a', 'pouch', 'but', 'like', 'not', 'v', 'nice']",86,got c i lazy to type i forgot in lect i saw a pouch but like not v nice
140,0,"['k', 'text', 'me', 'when', 'you', 're', 'on', 'the', 'way']",33,k text me when you re on the way
141,0,"['sir', 'waiting', 'for', 'your', 'mail']",27,sir waiting for your mail
142,0,"['a', 'swt', 'thought', 'nver', 'get', 'tired', 'of', 'doing', 'little', 'things', 'lovable', 'persons', 'coz', 'somtimes', 'those', 'little', 'things', 'occupy', 'd', 'biggest', 'part', 'in', 'their', 'hearts', 'gud', 'ni']",158,a swt thought nver get tired of doing little things lovable persons coz somtimes those little things occupy d biggest part in their hearts gud ni
143,0,"['i', 'know', 'you', 'are', 'can', 'you', 'pls', 'open', 'the', 'back']",42,i know you are can you pls open the back
144,0,"['yes', 'see', 'ya', 'not', 'on', 'the', 'dot']",25,yes see ya not on the dot
145,0,"['whats', 'the', 'staff', 'name', 'who', 'is', 'taking', 'class', 'for', 'us']",48,whats the staff name who is taking class for us
146,1,"['freemsg', 'why', 'haven', 't', 'you', 'replied', 'to', 'my', 'text', 'i', 'm', 'randy', 'sexy', 'female', 'and', 'live', 'local', 'luv', 'to', 'hear', 'from', 'u', 'netcollex', 'ltd', 'p', 'per', 'msg', 'reply', 'stop', 'to', 'end']",159,freemsg why haven t you replied to my text i m randy sexy female and live local luv to hear from u netcollex ltd p per msg reply stop to end
147,0,"['ummma', 'will', 'call', 'after', 'check', 'in', 'our', 'life', 'will', 'begin', 'from', 'qatar', 'so', 'pls', 'pray', 'very', 'hard']",84,ummma will call after check in our life will begin from qatar so pls pray very hard
148,0,"['k', 'i', 'deleted', 'my', 'contact', 'that', 'why']",33,k i deleted my contact that why
149,0,"['sindu', 'got', 'job', 'in', 'birla', 'soft']",30,sindu got job in birla soft
150,0,"['the', 'wine', 'is', 'flowing', 'and', 'i', 'm', 'i', 'have', 'nevering']",45,the wine is flowing and i m i have nevering
151,0,"['yup', 'i', 'thk', 'cine', 'is', 'better', 'cos', 'no', 'need', 'go', 'down', 'plaza', 'mah']",59,yup i thk cine is better cos no need go down plaza mah
152,0,"['ok', 'ur', 'typical', 'reply']",25,ok ur typical reply
153,0,"['as', 'per', 'your', 'request', 'melle', 'melle', 'oru', 'minnaminunginte', 'nurungu', 'vettam', 'has', 'been', 'set', 'as', 'your', 'callertune', 'for', 'all', 'callers', 'press', 'to', 'copy', 'your', 'friends', 'callertune']",160,as per your request melle melle oru minnaminunginte nurungu vettam has been set as your callertune for all callers press to copy your friends callertune
154,0,"['you', 'are', 'everywhere', 'dirt', 'on', 'the', 'floor', 'the', 'windows', 'even', 'on', 'my', 'shirt', 'and', 'sometimes', 'when', 'i', 'open', 'my', 'mouth', 'you', 'are', 'all', 'that', 'comes', 'flowing', 'out', 'i', 'dream', 'of', 'my', 'world', 'without', 'you', 'then', 'half', 'my', 'chores', 'are', 'out', 'too', 'a', 'time', 'of', 'joy', 'for', 'me', 'lots', 'of', 'tv', 'shows', 'i', 'll', 'see', 'but', 'i', 'guess', 'like', 'all', 'things', 'you', 'just', 'must', 'exist', 'like', 'rain', 'hail', 'and', 'mist', 'and', 'when', 'my', 'time', 'here', 'is', 'done', 'you', 'and', 'i', 'become', 'one']",384,you are everywhere dirt on the floor the windows even on my shirt and sometimes when i open my mouth you are all that comes flowing out i dream of my world without you then half my chores are out too a time of joy for me lots of tv shows i ll see but i guess like all things you just must exist like rain hail and mist and when my time here is done you and i become one
155,0,"['aaooooright', 'are', 'you', 'at', 'work']",28,aaooooright are you at work
156,0,"['i', 'm', 'leaving', 'my', 'house', 'now']",27,i m leaving my house now
157,0,"['hello', 'my', 'love', 'what', 'are', 'you', 'doing', 'did', 'you', 'get', 'to', 'that', 'interview', 'today', 'are', 'you', 'you', 'happy', 'are', 'you', 'being', 'a', 'good', 'boy', 'do', 'you', 'think', 'of', 'me', 'are', 'you', 'missing', 'me']",157,hello my love what are you doing did you get to that interview today are you you happy are you being a good boy do you think of me are you missing me
158,1,"['customer', 'service', 'annoncement', 'you', 'have', 'a', 'new', 'years', 'delivery', 'waiting', 'for', 'you', 'please', 'call', 'now', 'to', 'arrange', 'delivery']",124,customer service annoncement you have a new years delivery waiting for you please call now to arrange delivery
159,1,"['you', 'are', 'a', 'winner', 'u', 'have', 'been', 'specially', 'selected', 'receive', 'cash', 'or', 'a', 'holiday', 'flights', 'inc', 'speak', 'to', 'a', 'live', 'operator', 'claim']",146,you are a winner u have been specially selected receive cash or a holiday flights inc speak to a live operator claim
160,0,"['keep', 'yourself', 'safe', 'for', 'me', 'because', 'i', 'need', 'you', 'and', 'i', 'miss', 'you', 'already', 'and', 'i', 'envy', 'everyone', 'that', 'see', 's', 'you', 'in', 'real', 'life']",115,keep yourself safe for me because i need you and i miss you already and i envy everyone that see s you in real life
161,0,"['new', 'car', 'and', 'house', 'for', 'my', 'parents', 'i', 'have', 'only', 'new', 'job', 'in', 'hand']",64,new car and house for my parents i have only new job in hand
162,0,"['i', 'm', 'so', 'in', 'love', 'with', 'you', 'i', 'm', 'excited', 'each', 'day', 'i', 'spend', 'with', 'you', 'you', 'make', 'me', 'so', 'happy']",85,i m so in love with you i m excited each day i spend with you you make me so happy
163,1,"['pls', 'stop', 'bootydelious', 'f', 'is', 'inviting', 'you', 'to', 'be', 'her', 'friend', 'reply', 'yes', 'or', 'no', 'see', 'her', 'www', 'sms', 'ac', 'u', 'bootydelious', 'stop', 'send', 'stop', 'frnd', 'to']",152,pls stop bootydelious f is inviting you to be her friend reply yes or no see her www sms ac u bootydelious stop send stop frnd to
164,1,"['bangbabes', 'ur', 'order', 'is', 'on', 'the', 'way', 'u', 'should', 'receive', 'a', 'service', 'msg', 'download', 'ur', 'content', 'if', 'u', 'do', 'not', 'goto', 'wap', 'bangb', 'tv', 'on', 'ur', 'mobile', 'internet', 'service', 'menu']",155,bangbabes ur order is on the way u should receive a service msg download ur content if u do not goto wap bangb tv on ur mobile internet service menu
165,0,"['i', 'place', 'all', 'ur', 'points', 'on', 'e', 'cultures', 'module', 'already']",51,i place all ur points on e cultures module already
166,1,"['urgent', 'we', 'are', 'trying', 'to', 'contact', 'you', 'last', 'weekends', 'draw', 'shows', 'that', 'you', 'have', 'won', 'a', 'prize', 'guaranteed', 'call', 'claim', 'code', 's', 'valid', 'hrs', 'only']",157,urgent we are trying to contact you last weekends draw shows that you have won a prize guaranteed call claim code s valid hrs only
167,0,"['hi', 'frnd', 'which', 'is', 'best', 'way', 'to', 'avoid', 'missunderstding', 'wit', 'our', 'beloved', 'one', 's']",74,hi frnd which is best way to avoid missunderstding wit our beloved one s
168,0,"['great', 'escape', 'i', 'fancy', 'the', 'bridge', 'but', 'needs', 'her', 'lager', 'see', 'you', 'tomo']",67,great escape i fancy the bridge but needs her lager see you tomo
169,0,"['yes', 'it', 'completely', 'in', 'out', 'of', 'form', 'clark', 'also', 'utter', 'waste']",59,yes it completely in out of form clark also utter waste
170,0,"['sir', 'i', 'need', 'axis', 'bank', 'account', 'no', 'and', 'bank', 'address']",50,sir i need axis bank account no and bank address
171,0,"['hmmm', 'thk', 'sure', 'got', 'time', 'to', 'hop', 'ard', 'ya', 'can', 'go', 'free', 'abt', 'muz', 'call', 'u', 'to', 'discuss', 'liao']",94,hmmm thk sure got time to hop ard ya can go free abt muz call u to discuss liao
172,0,"['what', 'time', 'you', 'coming', 'down', 'later']",33,what time you coming down later
173,0,"['bloody', 'hell', 'cant', 'believe', 'you', 'forgot', 'my', 'surname', 'mr', 'ill', 'give', 'u', 'a', 'clue', 'its', 'spanish', 'and', 'begins', 'with', 'm']",105,bloody hell cant believe you forgot my surname mr ill give u a clue its spanish and begins with m
174,0,"['well', 'i', 'm', 'gonna', 'finish', 'my', 'bath', 'now', 'have', 'a', 'good', 'fine', 'night']",61,well i m gonna finish my bath now have a good fine night
175,0,"['let', 'me', 'know', 'when', 'you', 've', 'got', 'the', 'money', 'so', 'carlos', 'can', 'make', 'the', 'call']",65,let me know when you ve got the money so carlos can make the call
176,0,"['u', 'still', 'going', 'to', 'the', 'mall']",26,u still going to the mall
177,0,"['turns', 'out', 'my', 'friends', 'are', 'staying', 'for', 'the', 'whole', 'show', 'and', 'won', 't', 'be', 'back', 'til', 'so', 'feel', 'free', 'to', 'go', 'ahead', 'and', 'smoke', 'that', 'worth']",146,turns out my friends are staying for the whole show and won t be back til so feel free to go ahead and smoke that worth
178,0,"['text', 'her', 'if', 'she', 'doesnt', 'reply', 'let', 'me', 'know', 'so', 'i', 'can', 'have', 'her', 'log', 'in']",66,text her if she doesnt reply let me know so i can have her log in
179,0,"['hi', 'you', 'just', 'spoke', 'to', 'maneesha', 'v', 'we', 'd', 'like', 'to', 'know', 'if', 'you', 'were', 'satisfied', 'with', 'the', 'experience', 'reply', 'toll', 'free', 'with', 'yes', 'or', 'no']",126,hi you just spoke to maneesha v we d like to know if you were satisfied with the experience reply toll free with yes or no
180,0,"['you', 'lifted', 'my', 'hopes', 'with', 'the', 'offer', 'of', 'money', 'i', 'am', 'in', 'need', 'especially', 'when', 'the', 'end', 'of', 'the', 'month', 'approaches', 'and', 'it', 'hurts', 'my', 'studying', 'anyways', 'have', 'a', 'gr', 'weekend']",159,you lifted my hopes with the offer of money i am in need especially when the end of the month approaches and it hurts my studying anyways have a gr weekend
181,0,"['lol', 'no', 'u', 'can', 'trust', 'me']",23,lol no u can trust me
182,0,"['ok', 'i', 'am', 'a', 'gentleman', 'and', 'will', 'treat', 'you', 'with', 'dignity', 'and', 'respect']",65,ok i am a gentleman and will treat you with dignity and respect
183,0,"['he', 'will', 'you', 'guys', 'close']",24,he will you guys close
184,0,"['going', 'on', 'nothing', 'great', 'bye']",26,going on nothing great bye
185,0,"['hello', 'handsome', 'are', 'you', 'finding', 'that', 'job', 'not', 'being', 'lazy', 'working', 'towards', 'getting', 'back', 'that', 'net', 'for', 'mummy', 'where', 's', 'my', 'boytoy', 'now', 'does', 'he', 'miss', 'me']",152,hello handsome are you finding that job not being lazy working towards getting back that net for mummy where s my boytoy now does he miss me
186,0,"['haha', 'awesome', 'be', 'there', 'in', 'a', 'minute']",34,haha awesome be there in a minute
187,1,"['please', 'call', 'our', 'customer', 'service', 'representative', 'on', 'freephone', 'between', 'am', 'pm', 'as', 'you', 'have', 'won', 'a', 'guaranteed', 'cash', 'or', 'prize']",149,please call our customer service representative on freephone between am pm as you have won a guaranteed cash or prize
188,0,"['have', 'you', 'got', 'xmas', 'radio', 'times', 'if', 'not', 'i', 'will', 'get', 'it', 'now']",55,have you got xmas radio times if not i will get it now
189,0,"['i', 'jus', 'reached', 'home', 'i', 'go', 'bathe', 'first', 'but', 'my', 'sis', 'using', 'net', 'tell', 'u', 'when', 'she', 'finishes', 'k']",88,i jus reached home i go bathe first but my sis using net tell u when she finishes k
190,1,"['are', 'you', 'unique', 'enough', 'find', 'out', 'from', 'th', 'august', 'www', 'areyouunique', 'co', 'uk']",72,are you unique enough find out from th august www areyouunique co uk
191,0,"['i', 'm', 'sorry', 'i', 've', 'joined', 'the', 'league', 'of', 'people', 'that', 'dont', 'keep', 'in', 'touch', 'you', 'mean', 'a', 'great', 'deal', 'to', 'me', 'you', 'have', 'been', 'a', 'friend', 'at', 'all', 'times', 'even', 'at', 'great', 'personal', 'cost', 'do', 'have', 'a', 'great', 'week']",185,i m sorry i ve joined the league of people that dont keep in touch you mean a great deal to me you have been a friend at all times even at great personal cost do have a great week
192,0,"['hi', 'finally', 'i', 'completed', 'the', 'course']",37,hi finally i completed the course
193,0,"['it', 'will', 'stop', 'on', 'itself', 'i', 'however', 'suggest', 'she', 'stays', 'with', 'someone', 'that', 'will', 'be', 'able', 'to', 'give', 'ors', 'for', 'every', 'stool']",111,it will stop on itself i however suggest she stays with someone that will be able to give ors for every stool
194,0,"['how', 'are', 'you', 'doing', 'hope', 'you', 've', 'settled', 'in', 'for', 'the', 'new', 'school', 'year', 'just', 'wishin', 'you', 'a', 'gr', 'day']",92,how are you doing hope you ve settled in for the new school year just wishin you a gr day
195,0,"['gud', 'mrng', 'dear', 'hav', 'a', 'nice', 'day']",28,gud mrng dear hav a nice day
196,0,"['did', 'u', 'got', 'that', 'persons', 'story']",28,did u got that persons story
197,0,"['is', 'your', 'hamster', 'dead', 'hey', 'so', 'tmr', 'i', 'meet', 'you', 'at', 'pm', 'orchard', 'mrt']",64,is your hamster dead hey so tmr i meet you at pm orchard mrt
198,0,"['hi', 'its', 'kate', 'how', 'is', 'your', 'evening', 'i', 'hope', 'i', 'can', 'see', 'you', 'tomorrow', 'for', 'a', 'bit', 'but', 'i', 'have', 'to', 'bloody', 'babyjontet', 'txt', 'back', 'if', 'u', 'can', 'xxx']",131,hi its kate how is your evening i hope i can see you tomorrow for a bit but i have to bloody babyjontet txt back if u can xxx
199,0,"['found', 'it', 'enc', 'where', 'you', 'at']",40,found it enc where you at
200,0,"['i', 'sent', 'you', 'bucks']",28,i sent you bucks
201,0,"['hello', 'darlin', 'ive', 'finished', 'college', 'now', 'so', 'txt', 'me', 'when', 'u', 'finish', 'if', 'u', 'can', 'love', 'kate', 'xxx']",84,hello darlin ive finished college now so txt me when u finish if u can love kate xxx
