label0,label,cluster,texts,x1,x2,doc,original_text
ham,0,9,"Text(12.839937, 20.322876, 'i know grumpy old people my mom was like you better not be lying then again i am always the one to play jokes')",12.839937,20.322876,i know grumpy old people my mom was like you better not be lying then again i am always the one to play jokes,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
ham,0,3,"Text(44.700172, -1.2476041, 'dont worry i guess he s busy')",44.700172,-1.2476041,dont worry i guess he s busy,Dont worry. I guess he's busy.
ham,0,4,"Text(-32.08535, -2.9886935, 'what is the plural of the noun research')",-32.08535,-2.9886935,what is the plural of the noun research,What is the plural of the noun research?
ham,0,6,"Text(-16.119576, -9.868428, 'going for dinner msg you after')",-16.119576,-9.868428,going for dinner msg you after,Going for dinner.msg you after.
ham,0,0,"Text(-36.1191, 25.640505, 'i m ok wif it cos i like try new things but i scared u dun like mah cos u said not too loud')",-36.1191,25.640505,i m ok wif it cos i like try new things but i scared u dun like mah cos u said not too loud,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
spam,1,7,"Text(-1.4539096, -27.87758, 'gent we are trying to contact you last weekends draw shows that you won a prize guaranteed call claim code k valid hrs only ppm')",-1.4539096,-27.87758,gent we are trying to contact you last weekends draw shows that you won a prize guaranteed call claim code k valid hrs only ppm,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
ham,0,9,"Text(14.305577, 13.451151, 'wa ur openin sentence very formal anyway i m fine too juz tt i m eatin too much n puttin on weight haha so anythin special happened')",14.305577,13.451151,wa ur openin sentence very formal anyway i m fine too juz tt i m eatin too much n puttin on weight haha so anythin special happened,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
ham,0,0,"Text(-25.059757, 16.000982, 'as i entered my cabin my pa said happy b day boss i felt special she askd me lunch after lunch she invited me to her apartment we went there')",-25.059757,16.000982,as i entered my cabin my pa said happy b day boss i felt special she askd me lunch after lunch she invited me to her apartment we went there,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
spam,1,1,"Text(7.8336225, -32.500572, 'you are a winner u have been specially selected receive or a holiday flights inc speak to a live operator claim p min')",7.8336225,-32.500572,you are a winner u have been specially selected receive or a holiday flights inc speak to a live operator claim p min,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
ham,0,2,"Text(48.99753, -14.799718, 'goodo yes we must speak friday egg potato ratio for tortilla needed')",48.99753,-14.799718,goodo yes we must speak friday egg potato ratio for tortilla needed,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
ham,0,9,"Text(-0.9161701, 18.06593, 'hmm my uncle just informed me that he s paying the school directly so pls buy food')",-0.9161701,18.06593,hmm my uncle just informed me that he s paying the school directly so pls buy food,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
spam,1,2,"Text(20.27673, -34.7642, 'private your account statement for shows unredeemed bonus points to claim call identifier code expires')",20.27673,-34.7642,private your account statement for shows unredeemed bonus points to claim call identifier code expires,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
spam,1,1,"Text(3.7438085, -35.892265, 'urgent your mobile no was awarded bonus caller prize on this is our final try to contact u call from landline box wr c ppm')",3.7438085,-35.892265,urgent your mobile no was awarded bonus caller prize on this is our final try to contact u call from landline box wr c ppm,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
ham,0,6,"Text(-1.244072, 7.3524566, 'here is my new address apples pairs all that malarky')",-1.244072,7.3524566,here is my new address apples pairs all that malarky,here is my new address -apples&pairs&all that malarky
spam,1,1,"Text(9.63302, -30.860443, 'todays voda numbers ending are selected to receive a award if you have a match please call quoting claim code standard rates app')",9.63302,-30.860443,todays voda numbers ending are selected to receive a award if you have a match please call quoting claim code standard rates app,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
ham,0,4,"Text(-32.972744, 2.4159963, 'i am going to sao mu today will be done only at')",-32.972744,2.4159963,i am going to sao mu today will be done only at,I am going to sao mu today. Will be done only at 12 
ham,0,0,"Text(-17.696707, 9.730946, 'predict wat time ll finish buying')",-17.696707,9.730946,predict wat time ll finish buying,ÌÏ predict wat time Ì_'ll finish buying?
ham,0,9,"Text(7.8578186, 25.017101, 'good stuff will do')",7.8578186,25.017101,good stuff will do,"Good stuff, will do."
ham,0,0,"Text(-27.690098, 10.92166, 'just so that you know yetunde hasn t sent money yet i just sent her a text not to bother sending so its over you dont have to involve yourself in anything i shouldn t have imposed anything on you in the first place so for that i apologise')",-27.690098,10.92166,just so that you know yetunde hasn t sent money yet i just sent her a text not to bother sending so its over you dont have to involve yourself in anything i shouldn t have imposed anything on you in the first place so for that i apologise,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
ham,0,9,"Text(12.64902, 27.35888, 'are you there in room')",12.64902,27.35888,are you there in room,Are you there in room.
ham,0,4,"Text(-24.684862, -7.8443356, 'hey girl how r u hope u r well me an del r bak again long time no c give me a call sum time from lucyxx')",-24.684862,-7.8443356,hey girl how r u hope u r well me an del r bak again long time no c give me a call sum time from lucyxx,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
ham,0,9,"Text(-11.775593, 15.8750515, 'k k how much does it cost')",-11.775593,15.8750515,k k how much does it cost,K..k:)how much does it cost?
ham,0,0,"Text(-32.804626, 34.16453, 'i m home')",-32.804626,34.16453,i m home,I'm home.
ham,0,7,"Text(-31.263187, -18.43611, 'dear will call tmorrow pls accomodate')",-31.263187,-18.43611,dear will call tmorrow pls accomodate,"Dear, will call Tmorrow.pls accomodate."
ham,0,2,"Text(50.815083, -12.550863, 'first answer my question')",50.815083,-12.550863,first answer my question,First answer my question.
spam,1,8,"Text(17.98517, -23.828846, 'sunshine quiz wkly q win a top sony dvd player if u know which country the algarve is in txt ansr to sp tyrone')",17.98517,-23.828846,sunshine quiz wkly q win a top sony dvd player if u know which country the algarve is in txt ansr to sp tyrone,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone
spam,1,1,"Text(7.8666644, -34.241673, 'want get laid tonight want real dogging locations sent direct ur mob join the uk s largest dogging network bt txting gravel to nt ec a p msg p')",7.8666644,-34.241673,want get laid tonight want real dogging locations sent direct ur mob join the uk s largest dogging network bt txting gravel to nt ec a p msg p,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
ham,0,9,"Text(8.083849, 11.628363, 'i only haf msn it s yijue hotmail com')",8.083849,11.628363,i only haf msn it s yijue hotmail com,I only haf msn. It's yijue@hotmail.com
ham,0,4,"Text(-31.831347, -0.24364023, 'he is there you call and meet him')",-31.831347,-0.24364023,he is there you call and meet him,He is there. You call and meet him
ham,0,6,"Text(-17.78094, 7.030062, 'no no i will check all rooms befor activities')",-17.78094,7.030062,no no i will check all rooms befor activities,No no. I will check all rooms befor activities
spam,1,8,"Text(18.547024, -22.970167, 'you ll not rcv any more msgs from the chat svc for free hardcore services text go to if u get nothing u must age verify with yr network try again')",18.547024,-22.970167,you ll not rcv any more msgs from the chat svc for free hardcore services text go to if u get nothing u must age verify with yr network try again,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
ham,0,9,"Text(18.975115, 18.075666, 'got c i lazy to type i forgot in lect i saw a pouch but like not v nice')",18.975115,18.075666,got c i lazy to type i forgot in lect i saw a pouch but like not v nice,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...
ham,0,4,"Text(-28.95228, 4.2073855, 'k text me when you re on the way')",-28.95228,4.2073855,k text me when you re on the way,"K, text me when you're on the way"
ham,0,1,"Text(18.41936, -30.24779, 'sir waiting for your mail')",18.41936,-30.24779,sir waiting for your mail,"Sir, Waiting for your mail."
ham,0,3,"Text(26.572598, -11.546711, 'a swt thought nver get tired of doing little things lovable persons coz somtimes those little things occupy d biggest part in their hearts gud ni')",26.572598,-11.546711,a swt thought nver get tired of doing little things lovable persons coz somtimes those little things occupy d biggest part in their hearts gud ni,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"""
ham,0,9,"Text(-6.7216396, 34.10638, 'i know you are can you pls open the back')",-6.7216396,34.10638,i know you are can you pls open the back,I know you are. Can you pls open the back?
